date,day_of_week,day_name,week_of_year,month,month_name,quarter,year,day_of_month,is_weekend,is_month_start,is_month_end,is_quarter_start,is_quarter_end,holiday_name,holiday_flag,holiday_type,days_to_holiday,days_from_holiday,promotion_event,major_event_flag,temperature_c,rainfall_mm,humidity_pct,weather_condition,inflation_index,consumer_confidence_index,unemployment_rate,fuel_price_index,marketing_campaign,campaign_type,campaign_intensity,digital_ad_spend,offline_ad_spend,campaign_active_flag
2021-01-30,6,Saturday,4,1,January,1,2021,30,True,False,False,False,False,,False,,15.0,4.0,,False,14.5,0.0,57.8,Cold,5.54,99.18,7.2,99.81,,,,161399.56,93557.94,False
2021-01-31,7,Sunday,4,1,January,1,2021,31,True,False,True,False,False,,False,,14.0,5.0,,False,16.1,0.0,55.4,Pleasant,5.55,99.15,7.21,99.82,,,,187935.88,97300.79,False
2021-02-01,1,Monday,5,2,February,1,2021,1,False,True,False,False,False,,False,,13.0,6.0,,False,15.2,0.0,67.2,Pleasant,5.56,99.11,7.21,99.79,,,,145849.89,63008.35,False
2021-02-02,2,Tuesday,5,2,February,1,2021,2,False,False,False,False,False,,False,,12.0,7.0,,False,16.2,0.0,65.6,Pleasant,5.55,98.87,7.21,99.77,,,,143200.37,57974.87,False
2021-02-03,3,Wednesday,5,2,February,1,2021,3,False,False,False,False,False,,False,,11.0,8.0,,False,17.1,0.0,44.8,Pleasant,5.55,98.83,7.21,99.66,,,,115828.8,74826.43,False
2021-02-04,4,Thursday,5,2,February,1,2021,4,False,False,False,False,False,,False,,10.0,9.0,,False,17.3,0.0,49.9,Pleasant,5.54,98.85,7.24,99.61,,,,121019.5,69631.13,False
2021-02-05,5,Friday,5,2,February,1,2021,5,False,False,False,False,False,,False,,9.0,10.0,,False,17.4,0.0,56.0,Pleasant,5.52,98.88,7.27,99.69,,,,81574.45,68508.82,False
2021-02-06,6,Saturday,5,2,February,1,2021,6,True,False,False,False,False,,False,,8.0,11.0,,False,16.6,0.0,53.6,Pleasant,5.56,99.02,7.28,99.7,,,,178911.96,94592.43,False
2021-02-07,7,Sunday,5,2,February,1,2021,7,True,False,False,False,False,,False,,7.0,12.0,,False,18.6,0.0,52.2,Pleasant,5.59,99.05,7.28,99.65,,,,164718.21,81413.37,False
2021-02-08,1,Monday,6,2,February,1,2021,8,False,False,False,False,False,,False,,6.0,13.0,,False,15.2,0.0,59.5,Pleasant,5.58,99.21,7.28,99.68,,,,88029.97,67553.33,False
2021-02-09,2,Tuesday,6,2,February,1,2021,9,False,False,False,False,False,,False,,5.0,14.0,,False,16.9,0.0,69.7,Pleasant,5.61,99.03,7.26,99.71,,,,140579.93,80106.81,False
2021-02-10,3,Wednesday,6,2,February,1,2021,10,False,False,False,False,False,,False,,4.0,15.0,,False,17.3,1.5,58.7,Pleasant,5.61,99.08,7.26,99.76,,,,150536.6,64254.23,False
2021-02-11,4,Thursday,6,2,February,1,2021,11,False,False,False,False,False,,False,,3.0,16.0,,False,17.1,0.0,54.2,Pleasant,5.63,99.14,7.25,99.71,,,,142522.64,72694.87,False
2021-02-12,5,Friday,6,2,February,1,2021,12,False,False,False,False,False,,False,,2.0,17.0,,False,18.4,0.0,50.2,Pleasant,5.63,99.38,7.23,99.74,,,,128659.04,74529.46,False
2021-02-13,6,Saturday,6,2,February,1,2021,13,True,False,False,False,False,,False,,1.0,18.0,,False,18.1,0.0,67.5,Pleasant,5.63,99.45,7.23,99.69,,,,194661.48,87187.32,False
2021-02-14,7,Sunday,6,2,February,1,2021,14,True,False,False,False,False,Valentine's Day,True,Commercial,0.0,0.0,,False,17.5,0.0,53.2,Pleasant,5.65,99.44,7.23,99.78,,,,206686.47,107141.35,False
2021-02-15,1,Monday,7,2,February,1,2021,15,False,False,False,False,False,,False,,,1.0,,False,18.9,0.0,51.6,Pleasant,5.64,99.58,7.23,99.69,,,,139179.26,55130.91,False
2021-02-16,2,Tuesday,7,2,February,1,2021,16,False,False,False,False,False,,False,,,2.0,,False,19.3,0.0,44.9,Pleasant,5.65,99.57,7.21,99.74,,,,185425.03,54445.55,False
2021-02-17,3,Wednesday,7,2,February,1,2021,17,False,False,False,False,False,,False,,,3.0,,False,21.7,0.0,51.0,Pleasant,5.64,99.35,7.23,99.77,,,,124219.46,67090.69,False
2021-02-18,4,Thursday,7,2,February,1,2021,18,False,False,False,False,False,,False,,,4.0,,False,19.4,6.2,51.5,Light Rain,5.65,99.51,7.24,99.74,,,,124453.56,74729.2,False
2021-02-19,5,Friday,7,2,February,1,2021,19,False,False,False,False,False,,False,,,5.0,,False,19.2,0.0,63.6,Pleasant,5.68,99.55,7.24,99.77,,,,100362.17,69808.38,False
2021-02-20,6,Saturday,7,2,February,1,2021,20,True,False,False,False,False,,False,,,6.0,,False,18.3,0.0,60.8,Pleasant,5.68,99.52,7.21,99.82,,,,223992.96,80160.93,False
2021-02-21,7,Sunday,7,2,February,1,2021,21,True,False,False,False,False,,False,,,7.0,,False,19.9,0.0,42.6,Pleasant,5.7,99.72,7.22,99.81,,,,201275.01,69199.82,False
2021-02-22,1,Monday,8,2,February,1,2021,22,False,False,False,False,False,,False,,,8.0,,False,20.3,0.0,45.1,Pleasant,5.72,99.66,7.19,99.8,,,,119590.17,73352.23,False
2021-02-23,2,Tuesday,8,2,February,1,2021,23,False,False,False,False,False,,False,,,9.0,,False,19.1,0.0,,Pleasant,5.73,99.57,7.19,99.88,,,,144520.85,65852.16,False
2021-02-24,3,Wednesday,8,2,February,1,2021,24,False,False,False,False,False,,False,,,10.0,,False,18.2,0.0,60.9,Pleasant,5.72,99.61,7.18,99.82,,,,122650.06,73710.99,False
2021-02-25,4,Thursday,8,2,February,1,2021,25,False,False,False,False,False,,False,,,11.0,,False,19.5,0.0,60.9,Pleasant,5.74,99.64,7.19,99.8,,,,137626.56,74965.02,False
2021-02-26,5,Friday,8,2,February,1,2021,26,False,False,False,False,False,,False,,,12.0,,False,20.1,0.0,45.0,Pleasant,5.77,99.52,7.19,99.72,,,,152604.67,83375.44,False
2021-02-27,6,Saturday,8,2,February,1,2021,27,True,False,False,False,False,,False,,30.0,13.0,,False,21.9,0.0,42.5,Pleasant,5.75,99.45,7.18,99.78,,,,184981.08,89669.55,False
2021-02-28,7,Sunday,8,2,February,1,2021,28,True,False,True,False,False,,False,,29.0,14.0,,False,22.5,0.0,47.7,Pleasant,5.73,99.52,7.18,99.82,,,,209116.34,71676.44,False
2021-03-01,1,Monday,9,3,March,1,2021,1,False,True,False,False,False,,False,,28.0,15.0,,False,21.8,0.0,44.2,Pleasant,5.72,99.68,7.19,99.88,,,,140903.37,67774.34,False
2021-03-02,2,Tuesday,9,3,March,1,2021,2,False,False,False,False,False,,False,,27.0,16.0,,False,23.2,0.0,57.7,Pleasant,5.75,99.62,7.19,99.88,,,,152565.96,75065.29,False
2021-03-03,3,Wednesday,9,3,March,1,2021,3,False,False,False,False,False,,False,,26.0,17.0,,False,23.2,0.0,42.2,Pleasant,5.73,99.65,7.18,99.8,,,,114635.78,60359.28,False
2021-03-04,4,Thursday,9,3,March,1,2021,4,False,False,False,False,False,,False,,25.0,18.0,,False,22.9,0.0,56.9,Pleasant,5.77,99.62,7.19,99.82,,,,116483.71,67307.7,False
2021-03-05,5,Friday,9,3,March,1,2021,5,False,False,False,False,False,,False,,24.0,19.0,,False,21.7,0.0,45.8,Pleasant,5.79,99.71,7.17,99.87,,,,172613.34,61699.5,False
2021-03-06,6,Saturday,9,3,March,1,2021,6,True,False,False,False,False,,False,,23.0,20.0,,False,23.4,0.0,57.0,Pleasant,5.76,99.78,7.15,99.71,,,,190694.52,120886.51,False
2021-03-07,7,Sunday,9,3,March,1,2021,7,True,False,False,False,False,,False,,22.0,21.0,,False,22.6,0.0,55.9,Pleasant,5.75,99.87,7.17,99.63,,,,195225.22,94659.33,False
2021-03-08,1,Monday,10,3,March,1,2021,8,False,False,False,False,False,,False,,21.0,22.0,,False,21.2,0.0,70.6,Pleasant,5.73,100.14,7.17,99.62,,,,171572.43,72388.04,False
2021-03-09,2,Tuesday,10,3,March,1,2021,9,False,False,False,False,False,,False,,20.0,23.0,,False,22.4,0.0,65.3,Pleasant,5.75,99.92,7.16,99.69,,,,120538.89,71559.08,False
2021-03-10,3,Wednesday,10,3,March,1,2021,10,False,False,False,False,False,,False,,19.0,24.0,,False,21.6,0.0,44.8,Pleasant,5.78,99.77,7.15,99.68,,,,,55091.08,False
2021-03-11,4,Thursday,10,3,March,1,2021,11,False,False,False,False,False,,False,,18.0,25.0,,False,22.3,0.0,59.2,Pleasant,5.79,99.7,7.16,99.66,,,,149830.42,68922.91,False
2021-03-12,5,Friday,10,3,March,1,2021,12,False,False,False,False,False,,False,,17.0,26.0,,False,22.2,0.0,57.9,Pleasant,5.84,99.63,7.16,99.75,,,,96358.46,51698.1,False
2021-03-13,6,Saturday,10,3,March,1,2021,13,True,False,False,False,False,,False,,16.0,27.0,,False,21.5,0.0,74.5,Pleasant,5.85,99.81,7.16,99.6,,,,117531.76,,False
2021-03-14,7,Sunday,10,3,March,1,2021,14,True,False,False,False,False,,False,,15.0,28.0,,False,22.7,0.0,63.9,Pleasant,5.82,99.98,7.17,99.55,,,,150080.84,101398.42,False
2021-03-15,1,Monday,11,3,March,1,2021,15,False,False,False,False,False,,False,,14.0,29.0,,False,22.1,0.0,45.4,Pleasant,5.83,99.99,7.17,99.5,,,,144989.07,50127.06,False
2021-03-16,2,Tuesday,11,3,March,1,2021,16,False,False,False,False,False,,False,,13.0,30.0,,False,22.7,0.0,60.4,Pleasant,5.81,100.25,7.16,99.43,,,,169107.65,87460.78,False
2021-03-17,3,Wednesday,11,3,March,1,2021,17,False,False,False,False,False,,False,,12.0,,,False,23.3,0.0,55.1,Pleasant,5.79,100.2,7.18,99.45,,,,143053.27,73633.13,False
2021-03-18,4,Thursday,11,3,March,1,2021,18,False,False,False,False,False,,False,,11.0,,,False,23.9,0.0,62.0,Pleasant,5.79,100.22,7.2,99.48,,,,136097.08,91521.76,False
2021-03-19,5,Friday,11,3,March,1,2021,19,False,False,False,False,False,,False,,10.0,,,False,24.5,5.0,51.0,Light Rain,5.79,100.2,7.2,99.45,,,,127539.1,82244.96,False
2021-03-20,6,Saturday,11,3,March,1,2021,20,True,False,False,False,False,,False,,9.0,,,False,24.1,0.0,71.3,Pleasant,5.78,100.42,7.21,99.44,,,,141676.43,96115.69,False
2021-03-21,7,Sunday,11,3,March,1,2021,21,True,False,False,False,False,,False,,8.0,,,False,25.6,0.0,55.6,Pleasant,5.8,100.63,7.2,99.52,,,,184712.64,82362.46,False
2021-03-22,1,Monday,12,3,March,1,2021,22,False,False,False,False,False,,False,,7.0,,,False,25.4,6.4,55.7,Light Rain,5.8,100.61,7.19,99.43,,,,158094.53,60133.26,False
2021-03-23,2,Tuesday,12,3,March,1,2021,23,False,False,False,False,False,,False,,6.0,,,False,25.4,0.0,49.2,Pleasant,5.82,100.66,7.19,99.38,,,,130142.3,80153.75,False
2021-03-24,3,Wednesday,12,3,March,1,2021,24,False,False,False,False,False,,False,,5.0,,,False,26.0,0.0,52.4,Pleasant,5.81,100.7,7.17,99.47,,,,123459.49,64032.7,False
2021-03-25,4,Thursday,12,3,March,1,2021,25,False,False,False,False,False,,False,,4.0,,,False,27.9,0.0,55.3,Pleasant,5.8,100.46,7.17,99.55,,,,121107.24,84308.93,False
2021-03-26,5,Friday,12,3,March,1,2021,26,False,False,False,False,False,,False,,3.0,,,False,26.4,0.0,59.0,Pleasant,5.8,100.57,7.16,99.48,,,,100791.68,57361.03,False
2021-03-27,6,Saturday,12,3,March,1,2021,27,True,False,False,False,False,,False,,2.0,,,False,25.4,0.0,57.5,Pleasant,5.79,100.27,7.19,99.43,,,,146101.25,106737.14,False
2021-03-28,7,Sunday,12,3,March,1,2021,28,True,False,False,False,False,,False,,1.0,,,False,27.5,0.0,43.2,Pleasant,5.77,100.44,7.18,99.39,,,,179233.94,106256.59,False
2021-03-29,1,Monday,13,3,March,1,2021,29,False,False,False,False,False,Holi,True,Festival,0.0,0.0,,False,26.0,0.0,43.9,Pleasant,5.81,100.71,7.19,99.38,,,,153841.66,47928.86,False
2021-03-30,2,Tuesday,13,3,March,1,2021,30,False,False,False,False,False,,False,,,1.0,,False,26.9,0.0,44.4,Pleasant,5.8,100.66,7.2,99.42,,,,145516.12,,False
2021-03-31,3,Wednesday,13,3,March,1,2021,31,False,False,True,False,True,,False,,,2.0,,False,28.2,7.5,32.9,Light Rain,5.79,100.98,7.2,99.41,,,,158556.36,75283.42,False
2021-04-01,4,Thursday,13,4,April,2,2021,1,False,True,False,True,False,,False,,,3.0,,False,28.8,0.0,55.6,Pleasant,5.79,100.88,7.19,99.42,,,,160337.45,76796.7,False
2021-04-02,5,Friday,13,4,April,2,2021,2,False,False,False,False,False,,False,,,4.0,,False,29.4,0.0,75.7,Pleasant,5.8,101.04,7.21,99.42,,,,145555.13,80962.49,False
2021-04-03,6,Saturday,13,4,April,2,2021,3,True,False,False,False,False,,False,,,5.0,,False,31.3,0.0,57.9,Pleasant,5.8,100.86,7.22,99.4,,,,133593.68,88054.15,False
2021-04-04,7,Sunday,13,4,April,2,2021,4,True,False,False,False,False,,False,,,6.0,,False,28.5,0.0,55.2,Pleasant,5.78,101.02,7.21,99.42,,,,195235.24,109810.87,False
2021-04-05,1,Monday,14,4,April,2,2021,5,False,False,False,False,False,,False,,,7.0,,False,29.9,0.0,55.7,Pleasant,5.78,101.19,7.2,99.45,,,,138233.33,72629.18,False
2021-04-06,2,Tuesday,14,4,April,2,2021,6,False,False,False,False,False,,False,,,8.0,,False,29.5,0.0,55.7,Pleasant,5.77,101.23,7.21,99.49,,,,149696.82,74578.36,False
2021-04-07,3,Wednesday,14,4,April,2,2021,7,False,False,False,False,False,,False,,,9.0,,False,30.7,0.0,55.2,Pleasant,5.74,101.27,7.19,99.43,,,,138986.83,84792.88,False
2021-04-08,4,Thursday,14,4,April,2,2021,8,False,False,False,False,False,,False,,,10.0,,False,31.2,0.0,66.3,Pleasant,5.72,100.96,7.19,99.42,,,,166208.79,92601.75,False
2021-04-09,5,Friday,14,4,April,2,2021,9,False,False,False,False,False,,False,,30.0,11.0,,False,29.3,0.0,67.6,Pleasant,5.74,101.01,7.21,99.42,,,,130343.09,71606.27,False
2021-04-10,6,Saturday,14,4,April,2,2021,10,True,False,False,False,False,,False,,29.0,12.0,,False,28.0,0.0,54.2,Pleasant,5.75,101.07,7.2,99.5,,,,152981.89,102181.89,False
2021-04-11,7,Sunday,14,4,April,2,2021,11,True,False,False,False,False,,False,,28.0,13.0,,False,26.8,0.0,48.6,Pleasant,5.75,100.98,7.18,99.44,,,,182260.68,98628.46,False
2021-04-12,1,Monday,15,4,April,2,2021,12,False,False,False,False,False,,False,,27.0,14.0,,False,26.2,0.0,48.1,Pleasant,5.74,100.88,7.17,99.49,,,,160607.64,77950.53,False
2021-04-13,2,Tuesday,15,4,April,2,2021,13,False,False,False,False,False,,False,,26.0,15.0,,False,26.5,0.0,53.6,Pleasant,5.72,101.02,7.18,99.46,,,,170091.64,78181.67,False
2021-04-14,3,Wednesday,15,4,April,2,2021,14,False,False,False,False,False,,False,,25.0,16.0,,False,28.9,0.0,60.9,Pleasant,5.69,100.96,7.19,99.41,,,,,74330.91,False
2021-04-15,4,Thursday,15,4,April,2,2021,15,False,False,False,False,False,,False,,24.0,17.0,,False,31.4,0.0,62.3,Pleasant,5.69,101.1,7.19,99.41,,,,168799.21,75335.08,False
2021-04-16,5,Friday,15,4,April,2,2021,16,False,False,False,False,False,,False,,23.0,18.0,,False,30.5,0.0,53.1,Pleasant,5.7,100.87,7.19,99.35,,,,119818.46,50058.48,False
2021-04-17,6,Saturday,15,4,April,2,2021,17,True,False,False,False,False,,False,,22.0,19.0,,False,33.4,3.4,54.1,Light Rain,5.71,100.67,7.19,99.33,,,,193771.07,92569.27,False
2021-04-18,7,Sunday,15,4,April,2,2021,18,True,False,False,False,False,,False,,21.0,20.0,,False,31.3,0.0,47.0,Pleasant,5.72,100.74,7.2,99.21,,,,107598.68,81680.13,False
2021-04-19,1,Monday,16,4,April,2,2021,19,False,False,False,False,False,,False,,20.0,21.0,,False,31.1,0.0,57.9,Pleasant,5.72,100.56,7.19,99.21,,,,141625.32,69266.93,False
2021-04-20,2,Tuesday,16,4,April,2,2021,20,False,False,False,False,False,,False,,19.0,22.0,,False,34.1,0.0,56.0,Pleasant,5.7,100.51,7.19,99.25,,,,136737.89,74165.75,False
2021-04-21,3,Wednesday,16,4,April,2,2021,21,False,False,False,False,False,,False,,18.0,23.0,,False,33.7,0.0,28.8,Pleasant,5.75,100.63,7.19,99.14,,,,113214.98,84237.06,False
2021-04-22,4,Thursday,16,4,April,2,2021,22,False,False,False,False,False,,False,,17.0,24.0,,False,30.0,0.0,61.9,Pleasant,5.75,100.74,7.19,99.29,,,,118412.08,55696.62,False
2021-04-23,5,Friday,16,4,April,2,2021,23,False,False,False,False,False,,False,,16.0,25.0,,False,31.1,0.0,54.6,Pleasant,5.77,100.66,7.18,99.37,,,,172942.97,86097.85,False
2021-04-24,6,Saturday,16,4,April,2,2021,24,True,False,False,False,False,,False,,15.0,26.0,,False,31.1,0.0,45.6,Pleasant,5.77,100.75,7.19,99.29,,,,185269.67,90239.36,False
2021-04-25,7,Sunday,16,4,April,2,2021,25,True,False,False,False,False,,False,,14.0,27.0,,False,31.8,2.1,56.0,Light Rain,5.77,100.65,7.19,99.28,,,,122890.65,96528.74,False
2021-04-26,1,Monday,17,4,April,2,2021,26,False,False,False,False,False,,False,,13.0,28.0,,False,31.9,0.0,53.7,Pleasant,5.77,100.68,7.19,99.25,,,,102342.79,89348.23,False
2021-04-27,2,Tuesday,17,4,April,2,2021,27,False,False,False,False,False,,False,,12.0,29.0,,False,30.4,0.0,60.2,Pleasant,5.78,100.76,7.2,99.33,,,,146242.95,100519.75,False
2021-04-28,3,Wednesday,17,4,April,2,2021,28,False,False,False,False,False,,False,,11.0,30.0,,False,30.1,0.0,52.1,Pleasant,5.77,100.81,7.21,99.28,,,,125069.93,77607.13,False
2021-04-29,4,Thursday,17,4,April,2,2021,29,False,False,False,False,False,,False,,10.0,,,False,31.8,0.0,63.2,Pleasant,5.77,100.76,7.21,99.27,,,,111333.09,70086.47,False
2021-04-30,5,Friday,17,4,April,2,2021,30,False,False,True,False,False,,False,,9.0,,,False,32.2,0.0,51.6,Pleasant,5.8,100.86,7.22,99.24,,,,118524.95,67029.72,False
2021-05-01,6,Saturday,17,5,May,2,2021,1,True,True,False,False,False,,False,,8.0,,,False,33.0,0.0,53.5,Pleasant,5.82,100.91,7.21,99.21,,,,162246.42,92442.67,False
2021-05-02,7,Sunday,17,5,May,2,2021,2,True,False,False,False,False,,False,,7.0,,,False,32.0,0.0,60.5,Pleasant,5.82,100.77,7.21,99.22,,,,193043.2,101300.45,False
2021-05-03,1,Monday,18,5,May,2,2021,3,False,False,False,False,False,,False,,6.0,,,False,32.5,0.0,66.4,Pleasant,5.83,100.83,7.21,99.16,,,,133294.6,72701.21,False
2021-05-04,2,Tuesday,18,5,May,2,2021,4,False,False,False,False,False,,False,,5.0,,,False,34.3,0.0,30.0,Pleasant,5.83,100.88,7.22,99.2,,,,192294.38,84955.59,False
2021-05-05,3,Wednesday,18,5,May,2,2021,5,False,False,False,False,False,,False,,4.0,,,False,36.0,0.0,,Hot,5.84,100.97,7.22,99.23,,,,148779.39,65117.29,False
2021-05-06,4,Thursday,18,5,May,2,2021,6,False,False,False,False,False,,False,,3.0,,,False,35.5,0.0,56.8,Hot,5.83,101.06,7.2,99.22,,,,104621.56,64929.56,False
2021-05-07,5,Friday,18,5,May,2,2021,7,False,False,False,False,False,,False,,2.0,,,False,35.9,0.0,54.1,Hot,5.84,101.29,7.19,99.27,,,,108235.47,65091.87,False
2021-05-08,6,Saturday,18,5,May,2,2021,8,True,False,False,False,False,,False,,1.0,,,False,35.8,0.0,56.6,Hot,5.85,101.11,7.19,99.25,,,,127609.64,87474.5,False
2021-05-09,7,Sunday,18,5,May,2,2021,9,True,False,False,False,False,Mother's Day,True,Commercial,0.0,0.0,,False,34.7,0.0,48.0,Pleasant,5.88,101.03,7.21,99.28,,,,192253.86,100877.14,False
